preferred_field_name;category_1;percent_1;category_2;percent_2;category_3;percent_3;category_4;percent_4;category_5;percent_5
BSA_Status_omschrijving;Tussentijds Groen;27.44;Tussentijds Rood;22.82;Positief BSA;18.04;Tussentijds Geel;15.95;Negatief BSA;8.2
BSA_Actief;I;50.72;A;36.14;NA;NA;NA;NA;NA;NA
