preferred_field_name;notes
BSA_Student_ID;
RES_Studieprogramma_ID;
BSA_Studie_ID;
BSA_Begindatum;
BSA_Einddatum;
BSA_Auditdatum;
BSA_Status_omschrijving;
BSA_Actief;
