preferred_field_name;category_1;percent_1;category_2;percent_2;category_3;percent_3;category_4;percent_4;category_5;percent_5
ROO_Modulecode;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ROO_Module;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ROO_Periode_UAS;Periode 1;16.86;Ac. Jaar (september);16.53;Periode 2;16.25;Periode 4;13.78;Periode 5;9.92
ROO_Datum_afgerond;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ROO_Status;SCHEDULE_PREPARED;21.42;UNSCHEDULED;9.64;NA;NA;NA;NA;NA;NA
ROO_Result;COURSE_COPIED;18.8;NOT_FOUND;10.39;NA;NA;NA;NA;NA;NA
