preferred_field_name;notes
ROO_Faculteitcode;
ROO_Modulecode;
ROO_Module;
ROO_Periode_UAS;
ROO_Datum_afgerond;
INS_Inschrijvingsjaar;
ROO_Status;
ROO_Result;
