preferred_field_name;category_1;percent_1;category_2;percent_2;category_3;percent_3;category_4;percent_4;category_5;percent_5
INS_Studentnummer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
INS_Studieprogramma_CD;EM_BA;15.37;RM_Recht;7.1;NA;NA;NA;NA;NA;NA
INS_Specialisatie;English track;8.16;NA;NA;NA;NA;NA;NA;NA;NA
