preferred_field_name;min;max;q1;median;q3;mean;sd
INS_Opleidingsfase_actueel;B;M;NA;NA;NA;NA;NA
INS_Opleidingscode_Z08;50007;75153;56856;60444;65015,5;60917;5805
INS_Opleidingscode_Z08_verwant;6003;75153;56961;60334;65009,0;58009;13956
INS_Opleidingsnaam;Archeologie;Wijsbegeerte op basis van een niet wijgerige propedeuse;NA;NA;NA;NA;NA
