preferred_field_name;category_1;percent_1;category_2;percent_2;category_3;percent_3;category_4;percent_4;category_5;percent_5
DUO_Brinnummer;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DUO_Instelling;Fontys Hogescholen;7.91;Hogeschool INHOLLAND;6.39;NA;NA;NA;NA;NA;NA
DUO_Vestigingsgemeente;Amsterdam;12.11;Utrecht;6.59;Rotterdam;6.23;Groningen;5.13;NA;NA
DUO_Jaar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DUO_Opleidingsvorm;voltijd;59.51;deeltijd;40.49;NA;NA;NA;NA;NA;NA
DUO_Soort_ho;hbo;74.4;wo;25.6;NA;NA;NA;NA;NA;NA
DUO_Type_ho;ba;48.54;ma;36.74;ad;14.72;NA;NA;NA;NA
DUO_Herkomst;NL;43.44;EER;31.53;niet-EER;25.03;NA;NA;NA;NA
DUO_Status;prognose;67.42;realisatie;32.58;NA;NA;NA;NA;NA;NA
