preferred_field_name;category_1;percent_1;category_2;percent_2;category_3;percent_3;category_4;percent_4;category_5;percent_5
OPL_Afkorting_naam;CREATE UT;24.54;ME UT;23.71;IEM;20.4;AT;19.4;ME VU;9.45
DEM_Nationaliteit_EER_incl_DUI;NL;61.69;GER;17.25;EEA;11.11;non-EEA;9.95;NA;NA
DEM_Regio;West;22.22;North;18.91;East;12.77;South;10.28;NA;NA
DEM_Provincie;Noord-Holland;8.29;Zuid-Holland;7.96;Overijssel;6.97;Utrecht;5.97;Gelderland;5.8
