preferred_field_name;notes
ROO_Locatie;
ROO_Gebouw;
ROO_Zaalcategorie;
ROO_Zaal_type;
ROO_Zaal_grootte;
ROO_Tentamengrootte;
ROO_Toevoegingen;
ROO_Leenrechten;
